"Message ID";"Date";"Subject";"JSTTime";"Author";"Type";"Category";"Exp number";"Run number";"Num events";"Run time [min]";"Solenoid";"Subdetectors";"DQM plots";"Text"
14293;Thu  03 Oct 2019 19:36:27 +0000;"run number 997";"2019/10/04 04:33 JST";"sreiter";"New Run";"DAQ study";"10";"997";"-99";"0:02:43";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 04:33 JST
Run was stopped at 2019/10/04 04:36 JST
Experiment: 10
Runnumber: 997
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14292;Thu  03 Oct 2019 19:30:46 +0000;"run number 996";"2019/10/04 04:28 JST";"sreiter";"New Run";"DAQ study";"10";"996";"-99";"0:02:14";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 04:28 JST
Run was stopped at 2019/10/04 04:30 JST
Experiment: 10
Runnumber: 996
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14291;Thu  03 Oct 2019 19:25:14 +0000;"run number 995";"2019/10/04 04:19 JST";"sreiter";"New Run";"DAQ study";"10";"995";"-99";"0:05:50";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 04:19 JST
Run was stopped at 2019/10/04 04:25 JST
Experiment: 10
Runnumber: 995
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]:9111
Solenoid: OFF (0.0 T, 0 A)
Total events: 3170616
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:SVD BUSY"
14290;Thu  03 Oct 2019 19:15:57 +0000;"run number 994";"2019/10/04 04:00 JST";"sreiter";"New Run";"DAQ study";"10";"994";"-99";"0:15:35";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 04:00 JST
Run was stopped at 2019/10/04 04:15 JST
Experiment: 10
Runnumber: 994
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 12754
Solenoid: OFF (0.0 T, 0 A)
Total events: 5956446
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:paused by Oskar"
14289;Thu  03 Oct 2019 18:57:39 +0000;"run number 993";"2019/10/04 03:47 JST";"sreiter";"New Run";"DAQ study";"10";"993";"-99";"0:10:08";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 03:47 JST
Run was stopped at 2019/10/04 03:57 JST
Experiment: 10
Runnumber: 993
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]:15297
Solenoid: OFF (0.0 T, 0 A)
Total events: 5950565
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:oskar"
14288;Thu  03 Oct 2019 18:43:20 +0000;"run number 992";"2019/10/04 03:31 JST";"sreiter";"New Run";"DAQ study";"10";"992";"-99";"0:11:33";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 03:31 JST
Run was stopped at 2019/10/04 03:43 JST
Experiment: 10
Runnumber: 992
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:oskar's fault"
14287;Thu  03 Oct 2019 18:28:26 +0000;"run number 991";"2019/10/04 03:26 JST";"sreiter";"New Run";"DAQ study";"10";"991";"-99";"0:01:27";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 03:26 JST
Run was stopped at 2019/10/04 03:28 JST
Experiment: 10
Runnumber: 991
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 14380
Solenoid: OFF (0.0 T, 0 A)
Total events: 1193571
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:SVD BUSY"
14286;Thu  03 Oct 2019 18:13:11 +0000;"run number 990";"2019/10/04 02:51 JST";"sreiter";"New Run";"DAQ study";"10";"990";"-99";"0:21:39";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 02:51 JST
Run was stopped at 2019/10/04 03:13 JST
Experiment: 10
Runnumber: 990
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]:13212
Solenoid: OFF (0.0 T, 0 A)
Total events: 17493832
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:TOP ERROR"
14285;Thu  03 Oct 2019 17:39:41 +0000;"run number 989";"2019/10/04 02:39 JST";"sreiter";"New Run";"DAQ study";"10";"989";"-99";"0:00:26";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 02:39 JST
Run was stopped at 2019/10/04 02:39 JST
Experiment: 10
Runnumber: 989
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 2450 
Solenoid: OFF (0.0 T, 0 A)
Total events: 56350
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:TRG BUSY"
14284;Thu  03 Oct 2019 17:36:59 +0000;"run number 988";"2019/10/04 02:36 JST";"sreiter";"New Run";"DAQ study";"10";"988";"-99";"0:00:03";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 02:36 JST
Run was stopped at 2019/10/04 02:36 JST
Experiment: 10
Runnumber: 988
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:ECL ERROR"
14283;Thu  03 Oct 2019 17:33:40 +0000;"run number 987";"2019/10/04 02:09 JST";"sreiter";"New Run";"DAQ study";"10";"987";"-99";"0:24:18";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 02:09 JST
Run was stopped at 2019/10/04 02:33 JST
Experiment: 10
Runnumber: 987
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 13955.4
Solenoid: OFF (0.0 T, 0 A)
Total events: 20291172
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:CDC anyerr b2llost=2"
14282;Thu  03 Oct 2019 17:04:59 +0000;"run number 986";"2019/10/04 01:57 JST";"sreiter";"New Run";"DAQ study";"10";"986";"-99";"0:07:37";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 01:57 JST
Run was stopped at 2019/10/04 02:04 JST
Experiment: 10
Runnumber: 986
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]:14964
Solenoid: OFF (0.0 T, 0 A)
Total events:7783005
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of: PXD ERROR"
14281;Thu  03 Oct 2019 16:54:23 +0000;"run number 985";"2019/10/04 01:43 JST";"sreiter";"New Run";"DAQ study";"10";"985";"-99";"0:10:39";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 01:43 JST
Run was stopped at 2019/10/04 01:54 JST
Experiment: 10
Runnumber: 985
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:CDC anyerr b2llost=2 "
14280;Thu  03 Oct 2019 16:40:38 +0000;"run number 984";"2019/10/04 01:40 JST";"sreiter";"New Run";"DAQ study";"10";"984";"-99";"0:00:27";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 01:40 JST
Run was stopped at 2019/10/04 01:40 JST
Experiment: 10
Runnumber: 984
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:TRG BUSY"
14279;Thu  03 Oct 2019 16:37:32 +0000;"run number 983";"2019/10/04 01:36 JST";"sreiter";"New Run";"DAQ study";"10";"983";"-99";"0:00:35";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/04 01:36 JST
Run was stopped at 2019/10/04 01:37 JST
Experiment: 10
Runnumber: 983
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:SVD RC ERROR"
14278;Thu  03 Oct 2019 16:34:45 +0000;"run number 982";"2019/10/03 23:51 JST";"sreiter";"New Run";"DAQ study";"10";"982";"-99";"1:43:38";"OFF";"SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/03 23:51 JST
Run was stopped at 2019/10/04 01:34 JST
Experiment: 10
Runnumber: 982
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, -1 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:TRG BUSY"
14275;Thu  03 Oct 2019 14:47:07 +0000;"run number 981";"2019/10/03 23:39 JST";"sreiter";"New Run";"DAQ study";"10";"981";"-99";"0:07:29";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/03 23:39 JST
Run was stopped at 2019/10/03 23:47 JST
Experiment: 10
Runnumber: 981
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14274;Thu  03 Oct 2019 14:33:55 +0000;"run number 979";"2019/10/03 23:30 JST";"sreiter";"New Run";"DAQ study";"10";"979";"-99";"0:03:05";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/03 23:30 JST
Run was stopped at 2019/10/03 23:33 JST
Experiment: 10
Runnumber: 979
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14273;Thu  03 Oct 2019 14:28:46 +0000;"run number 978";"2019/10/03 23:28 JST";"sreiter";"New Run";"DAQ study";"10";"978";"-99";"0:00:19";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/03 23:28 JST
Run was stopped at 2019/10/03 23:28 JST
Experiment: 10
Runnumber: 978
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14272;Thu  03 Oct 2019 14:26:20 +0000;"run number 977";"2019/10/03 23:16 JST";"sreiter";"New Run";"DAQ study";"10";"977";"-99";"0:10:06";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/03 23:16 JST
Run was stopped at 2019/10/03 23:26 JST
Experiment: 10
Runnumber: 977
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14271;Thu  03 Oct 2019 14:13:33 +0000;"run number 976";"2019/10/03 23:00 JST";"sreiter";"New Run";"DAQ study";"10";"976";"-99";"0:13:07";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/03 23:00 JST
Run was stopped at 2019/10/03 23:13 JST
Experiment: 10
Runnumber: 976
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14270;Thu  03 Oct 2019 13:58:11 +0000;"run number 975";"2019/10/03 22:53 JST";"sreiter";"New Run";"DAQ study";"10";"975";"-99";"0:04:39";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/03 22:53 JST
Run was stopped at 2019/10/03 22:58 JST
Experiment: 10
Runnumber: 975
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14269;Thu  03 Oct 2019 13:50:18 +0000;"run number 974";"2019/10/03 22:47 JST";"sreiter";"New Run";"DAQ study";"10";"974";"-99";"0:02:47";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM | TRG";"0";"Run was started at 2019/10/03 22:47 JST
Run was stopped at 2019/10/03 22:50 JST
Experiment: 10
Runnumber: 974
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14268;Thu  03 Oct 2019 13:43:41 +0000;"run number 973";"2019/10/03 22:43 JST";"sreiter";"New Run";"DAQ study";"10";"973";"-99";"0:00:08";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM";"0";"Run was started at 2019/10/03 22:43 JST
Run was stopped at 2019/10/03 22:43 JST
Experiment: 10
Runnumber: 973
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14267;Thu  03 Oct 2019 13:41:22 +0000;"run number 972";"2019/10/03 22:34 JST";"sreiter";"New Run";"DAQ study";"10";"972";"-99";"0:07:17";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM";"0";"Run was started at 2019/10/03 22:34 JST
Run was stopped at 2019/10/03 22:41 JST
Experiment: 10
Runnumber: 972
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14266;Thu  03 Oct 2019 13:31:58 +0000;"run number 971";"2019/10/03 22:29 JST";"sreiter";"New Run";"DAQ study";"10";"971";"-99";"0:02:04";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM";"0";"Run was started at 2019/10/03 22:29 JST
Run was stopped at 2019/10/03 22:31 JST
Experiment: 10
Runnumber: 971
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14265;Thu  03 Oct 2019 13:27:20 +0000;"run number 970";"2019/10/03 22:10 JST";"sreiter";"New Run";"DAQ study";"10";"970";"-99";"0:16:24";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM";"0";"Run was started at 2019/10/03 22:10 JST
Run was stopped at 2019/10/03 22:27 JST
Experiment: 10
Runnumber: 970
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14264;Thu  03 Oct 2019 13:08:22 +0000;"run number 969";"2019/10/03 22:04 JST";"sreiter";"New Run";"DAQ study";"10";"969";"-99";"0:03:55";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM";"0";"Run was started at 2019/10/03 22:04 JST
Run was stopped at 2019/10/03 22:08 JST
Experiment: 10
Runnumber: 969
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, -1 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14263;Thu  03 Oct 2019 13:01:25 +0000;"run number 968";"2019/10/03 21:40 JST";"sreiter";"New Run";"DAQ study";"10";"968";"-99";"0:20:47";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM";"0";"Run was started at 2019/10/03 21:40 JST
Run was stopped at 2019/10/03 22:01 JST
Experiment: 10
Runnumber: 968
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14262;Thu  03 Oct 2019 12:37:26 +0000;"run number 967";"2019/10/03 21:33 JST";"sreiter";"New Run";"DAQ study";"10";"967";"-99";"0:03:57";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM";"0";"Run was started at 2019/10/03 21:33 JST
Run was stopped at 2019/10/03 21:37 JST
Experiment: 10
Runnumber: 967
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14261;Thu  03 Oct 2019 12:31:21 +0000;"run number 966";"2019/10/03 21:13 JST";"sreiter";"New Run";"DAQ study";"10";"966";"-99";"0:17:27";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM";"0";"Run was started at 2019/10/03 21:13 JST
Run was stopped at 2019/10/03 21:31 JST
Experiment: 10
Runnumber: 966
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
14260;Thu  03 Oct 2019 12:10:59 +0000;"run number 965";"2019/10/03 21:05 JST";"sreiter";"New Run";"DAQ study";"10";"965";"-99";"0:05:01";"OFF";"PXD | SVD | CDC | TOP | ARICH | ECL | KLM";"0";"Run was started at 2019/10/03 21:05 JST
Run was stopped at 2019/10/03 21:10 JST
Experiment: 10
Runnumber: 965
Run type: DAQ study
Trigger type: poisson, 30000 Hz
HLT Script: passthrough

HV state: TRIP
Subsystems in PEAK: SVD ARICH PXD 
Subsystems masked: CDC 

HER/LER current at the start: -0.0617 / -0.0019 mA
Number of HER/LER bunches: 1576.0 / 1576.0
Luminosity at start [10^30 /cm^2/sec]: 0.0
Rate (Trig. output) at start [Hz]: 0.0
Solenoid: OFF (0.0 T, 0 A)
Total events: -99
Integrated Luminosity [10^33 /cm^2]: -99

Stopped because of:"
