2057,2019/06/05,23:59,480
2054,2019/06/05,23:48,-99
2053,2019/06/05,23:39,-99
2052,2019/06/05,23:32,-99
2051,2019/06/05,23:29,-99
2050,2019/06/05,23:22,-99
2049,2019/06/05,22:57,-99
2048,2019/06/05,22:31,3077829
2047,2019/06/05,22:25,269476
2045,2019/06/05,19:02,2706050
1996,2019/06/05,13:30,1029062
1995,2019/06/05,13:24,87446
1994,2019/06/05,12:19,2305458
1989,2019/06/05,10:09,272492
1988,2019/06/05,09:58,201026
1987,2019/06/05,08:06,10550210
1986,2019/06/05,07:10,7207317
1985,2019/06/05,05:48,11571842
1984,2019/06/05,04:58,-99
1983,2019/06/05,04:50,-99
1982,2019/06/05,03:57,-99
1981,2019/06/05,02:30,11260258
1980,2019/06/05,00:37,16769475
1979,2019/06/05,00:22,-99
