1978,2019/06/04,23:54,1212210
1977,2019/06/04,23:33,2966239
1976,2019/06/04,18:33,48821998
1975,2019/06/04,18:23,134442
1974,2019/06/04,18:20,132749
1973,2019/06/04,17:34,7847229
1972,2019/06/04,17:04,4813890
1971,2019/06/04,16:35,5060700
1970,2019/06/04,14:22,12778995
1969,2019/06/04,14:19,-99
1968,2019/06/04,13:38,5252097
1967,2019/06/04,13:06,706863
1966,2019/06/04,12:49,1695902
1965,2019/06/04,12:46,96700
1964,2019/06/04,12:19,1592213
1963,2019/06/04,12:11,481
1962,2019/06/04,11:49,-99
1961,2019/06/04,11:45,-99
1960,2019/06/04,09:56,3361557
1959,2019/06/04,09:40,1039572
1958,2019/06/04,09:18,2692149
1957,2019/06/04,09:12,135773
1956,2019/06/04,09:09,-99
1954,2019/06/04,09:03,698001
1953,2019/06/04,08:43,3013711
1952,2019/06/04,08:35,389554
1951,2019/06/04,08:21,1900367
1950,2019/06/04,08:13,-99
1949,2019/06/04,08:05,194560
1948,2019/06/04,07:52,1136775
1946,2019/06/04,07:36,1258879
1945,2019/06/04,07:21,-99
1944,2019/06/04,07:09,9
1943,2019/06/04,06:48,-99
1942,2019/06/04,06:14,2680361
1941,2019/06/04,05:44,-99
1940,2019/06/04,04:54,5894998
1939,2019/06/04,04:46,-99
1938,2019/06/04,04:32,-99
1937,2019/06/04,04:21,884331
1936,2019/06/04,04:03,1396705
1935,2019/06/04,03:30,1887897
1934,2019/06/04,03:27,-99
1933,2019/06/04,03:18,-99
1932,2019/06/04,03:06,1235880
1931,2019/06/04,03:03,61771
1927,2019/06/04,02:42,482
1926,2019/06/04,02:18,3040584
1925,2019/06/04,01:56,2558102
1924,2019/06/04,01:33,5537
1922,2019/06/04,01:11,-99
1921,2019/06/04,01:02,285209
1920,2019/06/04,00:25,4884991
1919,2019/06/04,00:20,240392
1918,2019/06/04,00:16,87019
