1802,2019/06/01,23:13,2208001
1801,2019/06/01,21:45,12017459
1800,2019/06/01,20:41,4739165
1799,2019/06/01,19:26,4767116
1798,2019/06/01,19:23,-99
1797,2019/06/01,19:07,2140779
1796,2019/06/01,18:59,866921
1795,2019/06/01,18:56,-99
1794,2019/06/01,18:50,-99
1793,2019/06/01,18:47,144846
1792,2019/06/01,16:59,-99
1791,2019/06/01,15:33,12870048
1790,2019/06/01,10:48,44059417
1789,2019/06/01,09:49,3994741
1788,2019/06/01,08:26,-99
1784,2019/06/01,08:19,-99
1783,2019/06/01,08:04,-99
1779,2019/06/01,07:51,479
1778,2019/06/01,07:01,5352788
1777,2019/06/01,05:46,8450675
1773,2019/06/01,05:27,479
1772,2019/06/01,04:15,-99
1771,2019/06/01,04:10,479
1770,2019/06/01,03:48,2140296
1768,2019/06/01,03:39,-99
1767,2019/06/01,02:31,-99
1766,2019/06/01,02:26,-99
1765,2019/06/01,02:21,-99
1764,2019/06/01,01:38,-99
1763,2019/06/01,01:35,-99
