2138,2019/06/06,22:46,21493065
2137,2019/06/06,22:38,1050638
2136,2019/06/06,22:27,420519
2135,2019/06/06,22:18,1311777
2134,2019/06/06,20:20,17368699
2133,2019/06/06,19:41,-99
2132,2019/06/06,19:33,63412
2131,2019/06/06,19:21,674378
2085,2019/06/06,14:30,4696624
2084,2019/06/06,14:16,1827262
2083,2019/06/06,14:14,-99
2082,2019/06/06,13:59,2763856
2081,2019/06/06,13:55,315188
2080,2019/06/06,13:29,4449169
2079,2019/06/06,13:24,397481
2078,2019/06/06,13:17,-99
2077,2019/06/06,13:11,294634
2076,2019/06/06,11:49,14557538
2075,2019/06/06,11:13,2855533
2074,2019/06/06,10:55,1571790
2073,2019/06/06,10:45,1250583
2072,2019/06/06,10:40,271466
2071,2019/06/06,10:34,-99
2070,2019/06/06,10:21,1562912
2069,2019/06/06,09:52,-99
2068,2019/06/06,08:44,9480754
2067,2019/06/06,05:43,2678820
2066,2019/06/06,04:02,10208210
2064,2019/06/06,02:11,-99
2063,2019/06/06,01:49,2538571
2062,2019/06/06,00:41,5858727
