1829,2019/06/02,23:47,-99
1828,2019/06/02,23:30,2196942
1827,2019/06/02,23:23,330028
1826,2019/06/02,22:19,9837737
1825,2019/06/02,22:13,480
1824,2019/06/02,22:11,480
1823,2019/06/02,16:23,-99
1822,2019/06/02,15:52,127413
1821,2019/06/02,14:13,12521097
1820,2019/06/02,14:04,836832
1819,2019/06/02,10:43,28651659
1818,2019/06/02,10:16,3780051
1817,2019/06/02,09:11,9680895
1816,2019/06/02,07:41,13720572
1815,2019/06/02,05:20,21146051
1814,2019/06/02,02:52,7867299
1813,2019/06/02,02:49,1
1812,2019/06/02,02:15,4657214
1811,2019/06/02,02:07,307562
1810,2019/06/02,02:03,215107
1809,2019/06/02,01:59,58052
1808,2019/06/02,01:31,3835707
1807,2019/06/02,00:27,9097285
1806,2019/06/02,00:22,-99
1805,2019/06/02,00:19,-99
1804,2019/06/02,00:11,3042
1803,2019/06/02,00:06,214635
